-1.579295e+00,7.157824e-01,-4.968911e-01,3.125333e-02
-1.657801e+00,6.999477e-01,-5.041027e-01,2.920543e-02
-1.574229e+00,7.379985e-01,-4.936125e-01,4.085391e-02
-1.612960e+00,6.819209e-01,-4.989059e-01,5.641613e-02
-1.600913e+00,7.598962e-01,-5.054204e-01,2.576904e-02
-1.563932e+00,6.469602e-01,-4.848685e-01,2.642385e-02
-1.619728e+00,6.594021e-01,-5.048920e-01,5.339704e-02
-1.553601e+00,7.017850e-01,-4.947648e-01,1.701735e-02
-1.594218e+00,6.839500e-01,-4.995484e-01,1.602626e-02
-1.625652e+00,6.790670e-01,-5.063196e-01,1.863644e-02
-1.519685e+00,7.353344e-01,-4.854857e-01,1.957619e-02
-1.681269e+00,5.783548e-01,-5.152388e-01,2.672021e-02
-1.613412e+00,6.661404e-01,-5.088912e-01,2.079516e-02
-1.548887e+00,6.605703e-01,-4.913808e-01,3.572547e-02
-1.564213e+00,8.458149e-01,-4.843389e-01,4.592185e-02
-1.548149e+00,6.474738e-01,-5.014304e-01,2.535742e-02
-1.574610e+00,6.900960e-01,-5.009557e-01,1.813622e-02
-1.564188e+00,6.790335e-01,-5.000679e-01,1.731088e-02
-1.590555e+00,6.597804e-01,-5.052976e-01,2.482244e-02
-1.568187e+00,6.751684e-01,-5.029270e-01,4.762897e-02
-1.589603e+00,7.248393e-01,-4.965158e-01,6.252240e-02
-1.543964e+00,7.125594e-01,-4.883289e-01,4.300483e-02
-1.586606e+00,6.986056e-01,-4.963832e-01,3.539404e-02
-1.581942e+00,7.154132e-01,-4.952172e-01,2.706208e-02
-1.578903e+00,7.477797e-01,-4.924717e-01,1.884467e-02
-1.623016e+00,6.739780e-01,-5.033872e-01,1.835702e-02
-1.501024e+00,7.856060e-01,-4.890403e-01,2.368176e-02
-1.566145e+00,7.426495e-01,-4.862791e-01,3.076378e-02
-1.474403e+00,8.460549e-01,-4.587734e-01,3.342545e-02
-1.135841e+00,2.785931e-01,-4.348665e-01,4.685502e-02
-1.597572e+00,6.773380e-01,-5.009012e-01,1.879345e-02
-1.577363e+00,6.803344e-01,-5.001247e-01,1.889081e-02
-1.550532e+00,7.037518e-01,-4.958627e-01,1.918987e-02
-1.464249e+00,4.378344e-01,-5.142743e-01,2.795771e-02
-1.577650e+00,7.049322e-01,-4.950286e-01,1.817884e-02
-1.625700e+00,6.920539e-01,-5.119498e-01,2.193273e-02
-1.641602e+00,6.768992e-01,-5.088382e-01,2.318699e-02
-1.602069e+00,7.038232e-01,-4.989245e-01,2.961977e-02
-1.375002e+00,7.373651e-01,-4.513057e-01,7.046729e-02
-1.507042e+00,7.273398e-01,-4.759517e-01,5.099880e-02
-1.560259e+00,6.951654e-01,-4.912610e-01,5.291284e-02
-1.730461e+00,4.730020e-01,-5.182733e-01,6.132771e-02
-1.401736e+00,7.870031e-01,-4.388921e-01,3.392695e-02
-1.594707e+00,6.581684e-01,-5.017922e-01,3.019836e-02
-1.551732e+00,6.659928e-01,-4.973785e-01,3.379930e-02
-1.586376e+00,6.913349e-01,-4.977827e-01,1.812519e-02
-1.569954e+00,6.843244e-01,-4.970719e-01,1.811459e-02
-1.565993e+00,6.722490e-01,-5.016842e-01,1.848975e-02
-1.575153e+00,6.542926e-01,-5.053534e-01,4.203734e-02
-1.573941e+00,7.096706e-01,-4.917179e-01,2.945674e-02
-1.563498e+00,6.877153e-01,-4.905287e-01,2.702695e-02
-1.576804e+00,6.423732e-01,-4.999864e-01,2.179555e-02
-1.588840e+00,6.634973e-01,-5.028118e-01,3.889843e-02
-1.584718e+00,4.313870e-01,-5.727498e-01,2.652446e-01
-1.645066e+00,6.703604e-01,-5.109362e-01,4.928912e-02
-1.531859e+00,7.775492e-01,-4.793113e-01,4.052173e-02
-1.592552e+00,7.132706e-01,-5.001456e-01,4.722537e-02
-1.531958e+00,7.345406e-01,-4.798946e-01,3.022637e-02
-1.607104e+00,7.226863e-01,-5.014106e-01,2.504088e-02
-1.439819e+00,8.916555e-01,-4.295788e-01,4.357205e-02
