3.025412e+00	6.145003e-01	3.791703e+00
4.326228e-01	-3.005858e+00	-9.202126e-01
1.952698e+00	3.721537e+00	-4.871993e+00
1.815000e+00	-4.396673e+00	-1.835041e+00
-1.562565e+00	-4.736913e+00	6.660027e-01
-4.858107e+00	-7.203431e-01	-1.676597e+00
-6.553225e-01	-3.355315e+00	-8.845498e-01
4.333289e+00	-3.890161e+00	1.189633e+00
3.549402e+00	4.434041e+00	-3.919468e+00
-6.476216e-01	4.892899e+00	-7.202814e-01
4.883499e+00	9.231661e-01	-4.093902e+00
-4.607883e+00	-2.733670e-01	4.552214e+00
1.234209e-01	-3.742309e+00	-3.790729e+00
1.014388e+00	1.170368e+00	-4.211302e-01
-3.009747e+00	-4.466103e+00	-1.524058e+00
4.510934e+00	-3.329612e+00	3.376272e+00
4.685675e+00	-7.044113e-01	1.507841e+00
3.391446e-01	-1.782260e+00	-3.109689e+00
-2.106888e+00	3.877583e-02	-4.491762e+00
1.640645e+00	4.735742e+00	-4.916376e+00
-3.042854e+00	4.538158e+00	1.110582e+00
-7.279543e-01	1.753700e+00	4.297801e+00
-1.052248e+00	-2.062239e+00	-2.577513e+00
2.021778e+00	4.358382e+00	-3.209533e-01
-2.511100e+00	-9.905629e-01	-8.811204e-01
-3.093749e+00	1.305484e+00	-1.625658e+00
2.658651e+00	5.587404e-01	1.524063e+00
-5.654406e-01	-3.407637e+00	-1.661295e+00
-2.405970e-01	3.050854e+00	-2.954677e+00
8.350491e-01	-7.655758e-01	1.332657e+00
