3.040216e+00	5.883358e-01	3.801405e+00
4.862153e-01	-3.011321e+00	-9.084265e-01
1.889428e+00	3.634163e+00	-4.872349e+00
1.974981e+00	-4.320910e+00	-1.815803e+00
-1.486806e+00	-4.715785e+00	6.782530e-01
-4.700074e+00	-6.394548e-01	-1.658273e+00
-6.188053e-01	-3.353540e+00	-8.766902e-01
4.428926e+00	-3.836185e+00	1.200700e+00
3.704387e+00	4.516931e+00	-3.904026e+00
-6.053812e-01	4.888560e+00	-7.105802e-01
5.042714e+00	9.999248e-01	-4.072681e+00
-4.448622e+00	-1.966798e-01	4.572699e+00
9.095757e-02	-3.840456e+00	-3.779409e+00
1.177650e+00	1.249037e+00	-4.003612e-01
-2.851935e+00	-4.385650e+00	-1.508201e+00
4.448004e+00	-3.415123e+00	3.382754e+00
4.698831e+00	-7.295592e-01	1.515532e+00
4.952354e-01	-1.703095e+00	-3.089782e+00
-2.092649e+00	1.221057e-02	-4.485002e+00
1.654278e+00	4.710313e+00	-4.909342e+00
-2.868546e+00	4.610744e+00	1.133350e+00
-7.140841e-01	1.727161e+00	4.304122e+00
-8.917958e-01	-1.986245e+00	-2.558031e+00
1.972610e+00	4.267909e+00	-3.160479e-01
-2.354463e+00	-9.104420e-01	-8.610411e-01
-2.936917e+00	1.385799e+00	-1.607625e+00
2.664248e+00	5.326923e-01	1.529273e+00
-5.984611e-01	-3.505208e+00	-1.651949e+00
-2.329814e-01	3.025793e+00	-2.947799e+00
8.482454e-01	-7.910900e-01	1.340245e+00
